Lead_ID,Stage_Name,Stage_Status,Stage_Date,Drop_Reason
HL10152,Legal Verification,Pending,2/21/2025,
HL10152,Sanction Approved,Pending,2/28/2025,
HL10152,Loan Disbursed,Pending,3/1/2025,
HL10153,Lead Contacted,Completed,12/13/2024,
HL10153,Lead Qualified,Completed,12/22/2024,
HL10153,Document Collection,Completed,12/23/2024,
HL10153,Credit Check,Completed,12/31/2024,
HL10153,Property Valuation,Completed,1/3/2025,
HL10153,Legal Verification,Completed,1/7/2025,
HL10153,Sanction Approved,Completed,1/10/2025,
HL10153,Loan Disbursed,Completed,1/11/2025,
HL10154,Lead Contacted,Dropped,7/3/2024,Changed mind
HL10154,Lead Qualified,Pending,7/8/2024,
HL10154,Document Collection,Pending,7/16/2024,
HL10154,Credit Check,Pending,7/19/2024,
HL10154,Property Valuation,Pending,7/26/2024,
HL10154,Legal Verification,Pending,8/3/2024,
HL10154,Sanction Approved,Pending,8/9/2024,
HL10154,Loan Disbursed,Pending,8/16/2024,
HL10155,Lead Contacted,Completed,5/20/2024,
HL10155,Lead Qualified,Completed,5/25/2024,
HL10155,Document Collection,Completed,5/30/2024,
HL10155,Credit Check,Dropped,6/7/2024,Document incomplete
HL10155,Property Valuation,Pending,6/11/2024,
HL10155,Legal Verification,Pending,6/15/2024,
HL10155,Sanction Approved,Pending,6/17/2024,
HL10155,Loan Disbursed,Pending,6/22/2024,
HL10156,Lead Contacted,Completed,7/17/2024,
HL10156,Lead Qualified,Completed,7/18/2024,
HL10156,Document Collection,Completed,7/24/2024,
HL10156,Credit Check,Dropped,7/25/2024,High FOIR
HL10156,Property Valuation,Pending,7/26/2024,
HL10156,Legal Verification,Pending,8/3/2024,
HL10156,Sanction Approved,Pending,8/7/2024,
HL10156,Loan Disbursed,Pending,8/12/2024,
HL10157,Lead Contacted,Completed,7/12/2024,
HL10157,Lead Qualified,Completed,7/19/2024,
HL10157,Document Collection,Completed,7/23/2024,
HL10157,Credit Check,Completed,7/24/2024,
HL10157,Property Valuation,Completed,7/27/2024,
HL10157,Legal Verification,Completed,8/5/2024,
HL10157,Sanction Approved,Completed,8/13/2024,
HL10157,Loan Disbursed,Dropped,8/16/2024,Document incomplete
HL10158,Lead Contacted,Completed,8/7/2024,
HL10158,Lead Qualified,Completed,8/9/2024,
HL10158,Document Collection,Completed,8/14/2024,
HL10158,Credit Check,Completed,8/20/2024,
HL10158,Property Valuation,Completed,8/25/2024,
HL10158,Legal Verification,Completed,8/29/2024,
HL10158,Sanction Approved,Completed,9/3/2024,
HL10158,Loan Disbursed,Completed,9/12/2024,
HL10159,Lead Contacted,Dropped,6/15/2024,High FOIR
HL10159,Lead Qualified,Pending,6/19/2024,
HL10159,Document Collection,Pending,6/28/2024,
HL10159,Credit Check,Pending,7/4/2024,
HL10159,Property Valuation,Pending,7/5/2024,
HL10159,Legal Verification,Pending,7/14/2024,
HL10159,Sanction Approved,Pending,7/20/2024,
HL10159,Loan Disbursed,Pending,7/24/2024,
HL10160,Lead Contacted,Completed,6/12/2024,
HL10160,Lead Qualified,Completed,6/14/2024,
HL10160,Document Collection,Completed,6/18/2024,
HL10160,Credit Check,Dropped,6/19/2024,High FOIR
HL10160,Property Valuation,Pending,6/24/2024,
HL10160,Legal Verification,Pending,7/3/2024,
HL10160,Sanction Approved,Pending,7/4/2024,
HL10160,Loan Disbursed,Pending,7/8/2024,
HL10161,Lead Contacted,Completed,1/21/2024,
HL10161,Lead Qualified,Completed,1/26/2024,
HL10161,Document Collection,Completed,1/27/2024,
HL10161,Credit Check,Completed,2/4/2024,
HL10161,Property Valuation,Completed,2/13/2024,
HL10161,Legal Verification,Completed,2/19/2024,
HL10161,Sanction Approved,Completed,2/23/2024,
HL10161,Loan Disbursed,Completed,2/24/2024,
HL10162,Lead Contacted,Completed,10/26/2024,
HL10162,Lead Qualified,Completed,10/30/2024,
HL10162,Document Collection,Completed,11/2/2024,
HL10162,Credit Check,Completed,11/11/2024,
HL10162,Property Valuation,Completed,11/12/2024,
HL10162,Legal Verification,Completed,11/20/2024,
HL10162,Sanction Approved,Completed,11/21/2024,
HL10162,Loan Disbursed,Completed,11/27/2024,
HL10163,Lead Contacted,Dropped,4/3/2024,Low eligibility
HL10163,Lead Qualified,Pending,4/5/2024,
HL10163,Document Collection,Pending,4/6/2024,
HL10163,Credit Check,Pending,4/8/2024,
HL10163,Property Valuation,Pending,4/9/2024,
HL10163,Legal Verification,Pending,4/12/2024,
HL10163,Sanction Approved,Pending,4/18/2024,
HL10163,Loan Disbursed,Pending,4/26/2024,
HL10164,Lead Contacted,Completed,11/28/2024,
HL10164,Lead Qualified,Completed,12/5/2024,
HL10164,Document Collection,Completed,12/7/2024,
HL10164,Credit Check,Completed,12/8/2024,
HL10164,Property Valuation,Dropped,12/17/2024,Low eligibility
HL10164,Legal Verification,Pending,12/24/2024,
HL10164,Sanction Approved,Pending,12/30/2024,
HL10164,Loan Disbursed,Pending,1/8/2025,
HL10165,Lead Contacted,Completed,2/16/2024,
HL10165,Lead Qualified,Completed,2/25/2024,
HL10165,Document Collection,Completed,3/2/2024,
HL10165,Credit Check,Completed,3/6/2024,
HL10165,Property Valuation,Completed,3/7/2024,
HL10165,Legal Verification,Dropped,3/16/2024,Customer not reachable
HL10165,Sanction Approved,Pending,3/24/2024,
HL10165,Loan Disbursed,Pending,4/1/2024,
HL10166,Lead Contacted,Completed,8/6/2024,
HL10166,Lead Qualified,Completed,8/7/2024,
HL10166,Document Collection,Completed,8/9/2024,
HL10166,Credit Check,Completed,8/18/2024,
HL10166,Property Valuation,Completed,8/20/2024,
HL10166,Legal Verification,Completed,8/24/2024,
HL10166,Sanction Approved,Completed,9/1/2024,
HL10166,Loan Disbursed,Completed,9/4/2024,
HL10167,Lead Contacted,Completed,8/19/2024,
HL10167,Lead Qualified,Completed,8/21/2024,
HL10167,Document Collection,Completed,8/28/2024,
HL10167,Credit Check,Completed,9/6/2024,
HL10167,Property Valuation,Dropped,9/15/2024,Low eligibility
HL10167,Legal Verification,Pending,9/17/2024,
HL10167,Sanction Approved,Pending,9/24/2024,
HL10167,Loan Disbursed,Pending,9/29/2024,
HL10168,Lead Contacted,Completed,12/16/2024,
HL10168,Lead Qualified,Completed,12/20/2024,
HL10168,Document Collection,Completed,12/24/2024,
HL10168,Credit Check,Completed,1/1/2025,
HL10168,Property Valuation,Completed,1/7/2025,
HL10168,Legal Verification,Completed,1/15/2025,
HL10168,Sanction Approved,Completed,1/16/2025,
HL10168,Loan Disbursed,Completed,1/21/2025,
HL10169,Lead Contacted,Completed,10/10/2024,
HL10169,Lead Qualified,Completed,10/17/2024,
HL10169,Document Collection,Completed,10/22/2024,
HL10169,Credit Check,Completed,10/31/2024,
HL10169,Property Valuation,Completed,11/3/2024,
HL10169,Legal Verification,Completed,11/5/2024,
HL10169,Sanction Approved,Completed,11/10/2024,
HL10169,Loan Disbursed,Completed,11/18/2024,
HL10170,Lead Contacted,Completed,10/13/2024,
HL10170,Lead Qualified,Completed,10/14/2024,
HL10170,Document Collection,Dropped,10/15/2024,Document incomplete
HL10170,Credit Check,Pending,10/22/2024,
HL10170,Property Valuation,Pending,10/30/2024,
HL10170,Legal Verification,Pending,11/2/2024,
HL10170,Sanction Approved,Pending,11/5/2024,
HL10170,Loan Disbursed,Pending,11/12/2024,
HL10171,Lead Contacted,Completed,9/15/2024,
HL10171,Lead Qualified,Completed,9/22/2024,
HL10171,Document Collection,Completed,9/23/2024,
HL10171,Credit Check,Completed,10/1/2024,
HL10171,Property Valuation,Completed,10/10/2024,
HL10171,Legal Verification,Completed,10/13/2024,
HL10171,Sanction Approved,Completed,10/14/2024,
HL10171,Loan Disbursed,Completed,10/17/2024,
HL10172,Lead Contacted,Completed,11/9/2024,
HL10172,Lead Qualified,Completed,11/10/2024,
HL10172,Document Collection,Completed,11/17/2024,
HL10172,Credit Check,Completed,11/21/2024,
HL10172,Property Valuation,Completed,11/24/2024,
HL10172,Legal Verification,Completed,11/28/2024,
HL10172,Sanction Approved,Completed,12/7/2024,
HL10172,Loan Disbursed,Completed,12/14/2024,
HL10173,Lead Contacted,Completed,8/1/2024,
HL10173,Lead Qualified,Completed,8/6/2024,
HL10173,Document Collection,Completed,8/12/2024,
HL10173,Credit Check,Dropped,8/15/2024,Low eligibility
HL10173,Property Valuation,Pending,8/17/2024,
HL10173,Legal Verification,Pending,8/20/2024,
HL10173,Sanction Approved,Pending,8/21/2024,
HL10173,Loan Disbursed,Pending,8/29/2024,
HL10174,Lead Contacted,Completed,11/18/2024,
HL10174,Lead Qualified,Completed,11/25/2024,
HL10174,Document Collection,Completed,12/2/2024,
HL10174,Credit Check,Completed,12/10/2024,
HL10174,Property Valuation,Completed,12/18/2024,
HL10174,Legal Verification,Completed,12/20/2024,
HL10174,Sanction Approved,Completed,12/26/2024,
HL10174,Loan Disbursed,Completed,12/29/2024,
HL10175,Lead Contacted,Completed,5/27/2024,
HL10175,Lead Qualified,Completed,6/1/2024,
HL10175,Document Collection,Completed,6/9/2024,
HL10175,Credit Check,Dropped,6/11/2024,Document incomplete
HL10175,Property Valuation,Pending,6/20/2024,
HL10175,Legal Verification,Pending,6/22/2024,
HL10175,Sanction Approved,Pending,7/1/2024,
HL10175,Loan Disbursed,Pending,7/5/2024,
HL10176,Lead Contacted,Completed,10/8/2024,
HL10176,Lead Qualified,Dropped,10/12/2024,Low eligibility
HL10176,Document Collection,Pending,10/21/2024,
HL10176,Credit Check,Pending,10/30/2024,
HL10176,Property Valuation,Pending,11/3/2024,
HL10176,Legal Verification,Pending,11/12/2024,
HL10176,Sanction Approved,Pending,11/18/2024,
HL10176,Loan Disbursed,Pending,11/19/2024,
HL10177,Lead Contacted,Completed,2/9/2024,
HL10177,Lead Qualified,Dropped,2/11/2024,High FOIR
HL10177,Document Collection,Pending,2/17/2024,
HL10177,Credit Check,Pending,2/19/2024,
HL10177,Property Valuation,Pending,2/23/2024,
HL10177,Legal Verification,Pending,3/2/2024,
HL10177,Sanction Approved,Pending,3/9/2024,
HL10177,Loan Disbursed,Pending,3/18/2024,
HL10178,Lead Contacted,Dropped,11/6/2024,Changed mind
HL10178,Lead Qualified,Pending,11/12/2024,
HL10178,Document Collection,Pending,11/19/2024,
HL10178,Credit Check,Pending,11/22/2024,
HL10178,Property Valuation,Pending,12/1/2024,
HL10178,Legal Verification,Pending,12/8/2024,
HL10178,Sanction Approved,Pending,12/14/2024,
HL10178,Loan Disbursed,Pending,12/20/2024,
HL10179,Lead Contacted,Completed,1/31/2025,
HL10179,Lead Qualified,Completed,2/7/2025,
HL10179,Document Collection,Completed,2/12/2025,
HL10179,Credit Check,Completed,2/15/2025,
HL10179,Property Valuation,Completed,2/17/2025,
HL10179,Legal Verification,Completed,2/21/2025,
HL10179,Sanction Approved,Dropped,3/1/2025,Customer not reachable
HL10179,Loan Disbursed,Pending,3/8/2025,
HL10180,Lead Contacted,Completed,1/21/2024,
HL10180,Lead Qualified,Dropped,1/26/2024,Customer not reachable
HL10180,Document Collection,Pending,1/27/2024,
HL10180,Credit Check,Pending,1/30/2024,
HL10180,Property Valuation,Pending,1/31/2024,
HL10180,Legal Verification,Pending,2/4/2024,
HL10180,Sanction Approved,Pending,2/7/2024,
HL10180,Loan Disbursed,Pending,2/11/2024,
HL10181,Lead Contacted,Completed,3/3/2024,
HL10181,Lead Qualified,Dropped,3/12/2024,Customer not reachable
HL10181,Document Collection,Pending,3/19/2024,
HL10181,Credit Check,Pending,3/20/2024,
HL10181,Property Valuation,Pending,3/28/2024,
HL10181,Legal Verification,Pending,4/2/2024,
HL10181,Sanction Approved,Pending,4/11/2024,
HL10181,Loan Disbursed,Pending,4/16/2024,
HL10182,Lead Contacted,Completed,4/23/2024,
HL10182,Lead Qualified,Completed,4/26/2024,
HL10182,Document Collection,Completed,5/3/2024,
HL10182,Credit Check,Completed,5/5/2024,
HL10182,Property Valuation,Completed,5/13/2024,
HL10182,Legal Verification,Completed,5/15/2024,
HL10182,Sanction Approved,Dropped,5/17/2024,Changed mind
HL10182,Loan Disbursed,Pending,5/18/2024,
HL10183,Lead Contacted,Completed,1/12/2024,
HL10183,Lead Qualified,Completed,1/17/2024,
HL10183,Document Collection,Dropped,1/20/2024,Changed mind
HL10183,Credit Check,Pending,1/29/2024,
HL10183,Property Valuation,Pending,2/2/2024,
HL10183,Legal Verification,Pending,2/11/2024,
HL10183,Sanction Approved,Pending,2/15/2024,
HL10183,Loan Disbursed,Pending,2/17/2024,
HL10184,Lead Contacted,Completed,7/6/2024,
HL10184,Lead Qualified,Dropped,7/7/2024,High FOIR
HL10184,Document Collection,Pending,7/10/2024,
HL10184,Credit Check,Pending,7/15/2024,
HL10184,Property Valuation,Pending,7/21/2024,
HL10184,Legal Verification,Pending,7/22/2024,
HL10184,Sanction Approved,Pending,7/31/2024,
HL10184,Loan Disbursed,Pending,8/3/2024,
HL10185,Lead Contacted,Completed,1/16/2024,
HL10185,Lead Qualified,Completed,1/24/2024,
HL10185,Document Collection,Completed,1/27/2024,
HL10185,Credit Check,Dropped,1/29/2024,Low eligibility
HL10185,Property Valuation,Pending,2/5/2024,
HL10185,Legal Verification,Pending,2/9/2024,
HL10185,Sanction Approved,Pending,2/18/2024,
HL10185,Loan Disbursed,Pending,2/27/2024,
HL10186,Lead Contacted,Completed,12/12/2024,
HL10186,Lead Qualified,Completed,12/17/2024,
HL10186,Document Collection,Completed,12/24/2024,
HL10186,Credit Check,Completed,1/2/2025,
HL10186,Property Valuation,Dropped,1/9/2025,Low eligibility
HL10186,Legal Verification,Pending,1/17/2025,
HL10186,Sanction Approved,Pending,1/26/2025,
HL10186,Loan Disbursed,Pending,2/1/2025,
HL10187,Lead Contacted,Completed,10/13/2024,
HL10187,Lead Qualified,Completed,10/22/2024,
HL10187,Document Collection,Completed,10/30/2024,
HL10187,Credit Check,Completed,11/6/2024,
HL10187,Property Valuation,Dropped,11/9/2024,Changed mind
HL10187,Legal Verification,Pending,11/10/2024,
HL10187,Sanction Approved,Pending,11/12/2024,
HL10187,Loan Disbursed,Pending,11/14/2024,
HL10188,Lead Contacted,Completed,9/21/2024,
HL10188,Lead Qualified,Completed,9/25/2024,
HL10188,Document Collection,Completed,9/26/2024,
HL10188,Credit Check,Completed,9/29/2024,
HL10188,Property Valuation,Completed,10/5/2024,
HL10188,Legal Verification,Completed,10/7/2024,
HL10188,Sanction Approved,Completed,10/8/2024,
HL10188,Loan Disbursed,Completed,10/15/2024,
HL10189,Lead Contacted,Completed,4/5/2024,
HL10189,Lead Qualified,Completed,4/12/2024,
HL10189,Document Collection,Completed,4/21/2024,
HL10189,Credit Check,Completed,4/26/2024,
HL10189,Property Valuation,Dropped,4/27/2024,Changed mind
HL10189,Legal Verification,Pending,4/30/2024,
HL10189,Sanction Approved,Pending,5/3/2024,
HL10189,Loan Disbursed,Pending,5/10/2024,
HL10190,Lead Contacted,Completed,4/14/2024,
HL10190,Lead Qualified,Dropped,4/22/2024,Document incomplete
HL10190,Document Collection,Pending,5/1/2024,
HL10190,Credit Check,Pending,5/8/2024,
HL10190,Property Valuation,Pending,5/15/2024,
HL10190,Legal Verification,Pending,5/23/2024,
HL10190,Sanction Approved,Pending,5/29/2024,
HL10190,Loan Disbursed,Pending,6/1/2024,
HL10191,Lead Contacted,Completed,1/20/2025,
HL10191,Lead Qualified,Completed,1/29/2025,
HL10191,Document Collection,Completed,2/5/2025,
HL10191,Credit Check,Completed,2/9/2025,
HL10191,Property Valuation,Completed,2/16/2025,
HL10191,Legal Verification,Completed,2/22/2025,
HL10191,Sanction Approved,Completed,2/25/2025,
HL10191,Loan Disbursed,Completed,2/28/2025,
HL10192,Lead Contacted,Dropped,7/9/2024,Customer not reachable
HL10192,Lead Qualified,Pending,7/17/2024,
HL10192,Document Collection,Pending,7/18/2024,
HL10192,Credit Check,Pending,7/22/2024,
HL10192,Property Valuation,Pending,7/26/2024,
HL10192,Legal Verification,Pending,7/31/2024,
HL10192,Sanction Approved,Pending,8/7/2024,
HL10192,Loan Disbursed,Pending,8/15/2024,
HL10193,Lead Contacted,Completed,9/7/2024,
HL10193,Lead Qualified,Completed,9/13/2024,
HL10193,Document Collection,Dropped,9/21/2024,High FOIR
HL10193,Credit Check,Pending,9/28/2024,
HL10193,Property Valuation,Pending,10/4/2024,
HL10193,Legal Verification,Pending,10/13/2024,
HL10193,Sanction Approved,Pending,10/22/2024,
HL10193,Loan Disbursed,Pending,10/23/2024,
HL10194,Lead Contacted,Completed,9/19/2024,
HL10194,Lead Qualified,Completed,9/26/2024,
HL10194,Document Collection,Completed,9/28/2024,
HL10194,Credit Check,Dropped,10/5/2024,Changed mind
HL10194,Property Valuation,Pending,10/13/2024,
HL10194,Legal Verification,Pending,10/19/2024,
HL10194,Sanction Approved,Pending,10/22/2024,
HL10194,Loan Disbursed,Pending,10/28/2024,
HL10195,Lead Contacted,Completed,3/18/2024,
HL10195,Lead Qualified,Dropped,3/25/2024,Changed mind
HL10195,Document Collection,Pending,4/1/2024,
HL10195,Credit Check,Pending,4/5/2024,
HL10195,Property Valuation,Pending,4/13/2024,
HL10195,Legal Verification,Pending,4/17/2024,
HL10195,Sanction Approved,Pending,4/24/2024,
HL10195,Loan Disbursed,Pending,4/28/2024,
HL10196,Lead Contacted,Dropped,1/25/2025,Customer not reachable
HL10196,Lead Qualified,Pending,2/1/2025,
HL10196,Document Collection,Pending,2/4/2025,
HL10196,Credit Check,Pending,2/9/2025,
HL10196,Property Valuation,Pending,2/12/2025,
HL10196,Legal Verification,Pending,2/17/2025,
HL10196,Sanction Approved,Pending,2/20/2025,
HL10196,Loan Disbursed,Pending,2/27/2025,
HL10197,Lead Contacted,Completed,4/26/2024,
HL10197,Lead Qualified,Completed,5/5/2024,
HL10197,Document Collection,Completed,5/11/2024,
HL10197,Credit Check,Completed,5/14/2024,
HL10197,Property Valuation,Completed,5/22/2024,
HL10197,Legal Verification,Completed,5/25/2024,
HL10197,Sanction Approved,Completed,6/2/2024,
HL10197,Loan Disbursed,Completed,6/11/2024,
HL10198,Lead Contacted,Completed,6/9/2024,
HL10198,Lead Qualified,Completed,6/11/2024,
HL10198,Document Collection,Completed,6/13/2024,
HL10198,Credit Check,Completed,6/16/2024,
HL10198,Property Valuation,Completed,6/25/2024,
HL10198,Legal Verification,Completed,7/4/2024,
HL10198,Sanction Approved,Completed,7/5/2024,
HL10198,Loan Disbursed,Dropped,7/14/2024,Changed mind
HL10199,Lead Contacted,Completed,3/26/2024,
HL10199,Lead Qualified,Completed,3/28/2024,
HL10199,Document Collection,Completed,3/30/2024,
HL10199,Credit Check,Completed,4/3/2024,
HL10199,Property Valuation,Completed,4/7/2024,
HL10199,Legal Verification,Completed,4/13/2024,
HL10199,Sanction Approved,Completed,4/21/2024,
HL10199,Loan Disbursed,Completed,4/27/2024,
HL10200,Lead Contacted,Completed,3/22/2024,
HL10200,Lead Qualified,Completed,3/29/2024,
HL10200,Document Collection,Completed,4/2/2024,
HL10200,Credit Check,Completed,4/11/2024,
HL10200,Property Valuation,Completed,4/13/2024,
HL10200,Legal Verification,Completed,4/21/2024,
HL10200,Sanction Approved,Completed,4/23/2024,
HL10200,Loan Disbursed,Completed,5/2/2024,
HL10201,Lead Contacted,Completed,9/19/2024,
HL10201,Lead Qualified,Completed,9/21/2024,
HL10201,Document Collection,Completed,9/27/2024,
HL10201,Credit Check,Completed,10/4/2024,
HL10201,Property Valuation,Dropped,10/6/2024,High FOIR
HL10201,Legal Verification,Pending,10/9/2024,
HL10201,Sanction Approved,Pending,10/10/2024,
HL10201,Loan Disbursed,Pending,10/15/2024,
HL10202,Lead Contacted,Completed,5/9/2024,
HL10202,Lead Qualified,Completed,5/15/2024,
HL10202,Document Collection,Completed,5/24/2024,
HL10202,Credit Check,Completed,5/25/2024,
HL10202,Property Valuation,Completed,6/2/2024,
HL10202,Legal Verification,Completed,6/11/2024,
HL10202,Sanction Approved,Completed,6/18/2024,
HL10202,Loan Disbursed,Completed,6/22/2024,
HL10203,Lead Contacted,Completed,1/30/2025,
HL10203,Lead Qualified,Dropped,2/8/2025,High FOIR
HL10203,Document Collection,Pending,2/10/2025,
HL10203,Credit Check,Pending,2/17/2025,
HL10203,Property Valuation,Pending,2/18/2025,
HL10203,Legal Verification,Pending,2/19/2025,
HL10203,Sanction Approved,Pending,2/23/2025,
HL10203,Loan Disbursed,Pending,3/2/2025,
HL10204,Lead Contacted,Completed,10/10/2024,
HL10204,Lead Qualified,Completed,10/12/2024,
HL10204,Document Collection,Completed,10/19/2024,
HL10204,Credit Check,Completed,10/21/2024,
HL10204,Property Valuation,Completed,10/30/2024,
HL10204,Legal Verification,Completed,10/31/2024,
HL10204,Sanction Approved,Completed,11/2/2024,
HL10204,Loan Disbursed,Completed,11/6/2024,
HL10205,Lead Contacted,Completed,3/29/2024,
HL10205,Lead Qualified,Completed,4/4/2024,
HL10205,Document Collection,Completed,4/8/2024,
HL10205,Credit Check,Completed,4/12/2024,
HL10205,Property Valuation,Completed,4/18/2024,
HL10205,Legal Verification,Completed,4/26/2024,
HL10205,Sanction Approved,Dropped,4/30/2024,Low eligibility
HL10205,Loan Disbursed,Pending,5/1/2024,
HL10206,Lead Contacted,Completed,7/31/2024,
HL10206,Lead Qualified,Completed,8/4/2024,
HL10206,Document Collection,Dropped,8/7/2024,Low eligibility
HL10206,Credit Check,Pending,8/16/2024,
HL10206,Property Valuation,Pending,8/20/2024,
HL10206,Legal Verification,Pending,8/22/2024,
HL10206,Sanction Approved,Pending,8/27/2024,
HL10206,Loan Disbursed,Pending,8/29/2024,
HL10207,Lead Contacted,Completed,1/22/2024,
HL10207,Lead Qualified,Dropped,1/23/2024,Low eligibility
HL10207,Document Collection,Pending,1/29/2024,
HL10207,Credit Check,Pending,2/2/2024,
HL10207,Property Valuation,Pending,2/5/2024,
HL10207,Legal Verification,Pending,2/7/2024,
HL10207,Sanction Approved,Pending,2/14/2024,
HL10207,Loan Disbursed,Pending,2/23/2024,
HL10208,Lead Contacted,Completed,6/5/2024,
HL10208,Lead Qualified,Completed,6/7/2024,
HL10208,Document Collection,Dropped,6/12/2024,Low eligibility
HL10208,Credit Check,Pending,6/19/2024,
HL10208,Property Valuation,Pending,6/28/2024,
HL10208,Legal Verification,Pending,7/2/2024,
HL10208,Sanction Approved,Pending,7/11/2024,
HL10208,Loan Disbursed,Pending,7/20/2024,
HL10209,Lead Contacted,Dropped,9/13/2024,High FOIR
HL10209,Lead Qualified,Pending,9/15/2024,
HL10209,Document Collection,Pending,9/24/2024,
HL10209,Credit Check,Pending,9/26/2024,
HL10209,Property Valuation,Pending,10/2/2024,
HL10209,Legal Verification,Pending,10/7/2024,
HL10209,Sanction Approved,Pending,10/12/2024,
HL10209,Loan Disbursed,Pending,10/16/2024,
HL10210,Lead Contacted,Completed,7/11/2024,
HL10210,Lead Qualified,Completed,7/20/2024,
HL10210,Document Collection,Completed,7/23/2024,
HL10210,Credit Check,Completed,7/24/2024,
HL10210,Property Valuation,Completed,7/30/2024,
HL10210,Legal Verification,Completed,8/7/2024,
HL10210,Sanction Approved,Completed,8/16/2024,
HL10210,Loan Disbursed,Completed,8/18/2024,
HL10211,Lead Contacted,Completed,12/2/2024,
HL10211,Lead Qualified,Dropped,12/10/2024,Low eligibility
HL10211,Document Collection,Pending,12/13/2024,
HL10211,Credit Check,Pending,12/17/2024,
HL10211,Property Valuation,Pending,12/20/2024,
HL10211,Legal Verification,Pending,12/22/2024,
HL10211,Sanction Approved,Pending,12/26/2024,
HL10211,Loan Disbursed,Pending,1/1/2025,
HL10212,Lead Contacted,Completed,2/6/2024,
HL10212,Lead Qualified,Completed,2/15/2024,
HL10212,Document Collection,Completed,2/24/2024,
HL10212,Credit Check,Dropped,3/2/2024,High FOIR
HL10212,Property Valuation,Pending,3/8/2024,
HL10212,Legal Verification,Pending,3/15/2024,
HL10212,Sanction Approved,Pending,3/18/2024,
HL10212,Loan Disbursed,Pending,3/21/2024,
HL10213,Lead Contacted,Dropped,9/28/2024,Changed mind
HL10213,Lead Qualified,Pending,10/2/2024,
HL10213,Document Collection,Pending,10/4/2024,
HL10213,Credit Check,Pending,10/12/2024,
HL10213,Property Valuation,Pending,10/15/2024,
HL10213,Legal Verification,Pending,10/22/2024,
HL10213,Sanction Approved,Pending,10/29/2024,
HL10213,Loan Disbursed,Pending,11/7/2024,
HL10214,Lead Contacted,Completed,2/8/2025,
HL10214,Lead Qualified,Completed,2/13/2025,
HL10214,Document Collection,Completed,2/20/2025,
HL10214,Credit Check,Completed,2/23/2025,
HL10214,Property Valuation,Completed,3/3/2025,
HL10214,Legal Verification,Dropped,3/11/2025,Document incomplete
HL10214,Sanction Approved,Pending,3/18/2025,
HL10214,Loan Disbursed,Pending,3/19/2025,
HL10215,Lead Contacted,Dropped,1/11/2024,High FOIR
HL10215,Lead Qualified,Pending,1/12/2024,
HL10215,Document Collection,Pending,1/14/2024,
HL10215,Credit Check,Pending,1/19/2024,
HL10215,Property Valuation,Pending,1/21/2024,
HL10215,Legal Verification,Pending,1/22/2024,
HL10215,Sanction Approved,Pending,1/28/2024,
HL10215,Loan Disbursed,Pending,2/5/2024,
HL10216,Lead Contacted,Completed,12/3/2024,
HL10216,Lead Qualified,Completed,12/9/2024,
HL10216,Document Collection,Completed,12/10/2024,
HL10216,Credit Check,Dropped,12/15/2024,Customer not reachable
HL10216,Property Valuation,Pending,12/16/2024,
HL10216,Legal Verification,Pending,12/17/2024,
HL10216,Sanction Approved,Pending,12/26/2024,
HL10216,Loan Disbursed,Pending,12/28/2024,
HL10217,Lead Contacted,Dropped,11/7/2024,Changed mind
HL10217,Lead Qualified,Pending,11/14/2024,
HL10217,Document Collection,Pending,11/22/2024,
HL10217,Credit Check,Pending,11/27/2024,
HL10217,Property Valuation,Pending,11/28/2024,
HL10217,Legal Verification,Pending,12/2/2024,
HL10217,Sanction Approved,Pending,12/5/2024,
HL10217,Loan Disbursed,Pending,12/10/2024,
HL10218,Lead Contacted,Completed,12/4/2024,
HL10218,Lead Qualified,Completed,12/7/2024,
HL10218,Document Collection,Completed,12/10/2024,
HL10218,Credit Check,Completed,12/16/2024,
HL10218,Property Valuation,Completed,12/20/2024,
HL10218,Legal Verification,Completed,12/25/2024,
HL10218,Sanction Approved,Completed,12/30/2024,
HL10218,Loan Disbursed,Completed,1/4/2025,
HL10219,Lead Contacted,Completed,6/23/2024,
HL10219,Lead Qualified,Completed,6/24/2024,
HL10219,Document Collection,Completed,7/2/2024,
HL10219,Credit Check,Completed,7/8/2024,
HL10219,Property Valuation,Completed,7/11/2024,
HL10219,Legal Verification,Completed,7/16/2024,
HL10219,Sanction Approved,Completed,7/19/2024,
HL10219,Loan Disbursed,Completed,7/21/2024,
HL10220,Lead Contacted,Completed,7/3/2024,
HL10220,Lead Qualified,Completed,7/11/2024,
HL10220,Document Collection,Completed,7/18/2024,
HL10220,Credit Check,Completed,7/23/2024,
HL10220,Property Valuation,Completed,7/26/2024,
HL10220,Legal Verification,Completed,8/2/2024,
HL10220,Sanction Approved,Completed,8/7/2024,
HL10220,Loan Disbursed,Completed,8/14/2024,
HL10221,Lead Contacted,Completed,1/7/2025,
HL10221,Lead Qualified,Completed,1/16/2025,
HL10221,Document Collection,Completed,1/19/2025,
HL10221,Credit Check,Completed,1/20/2025,
HL10221,Property Valuation,Completed,1/21/2025,
HL10221,Legal Verification,Completed,1/29/2025,
HL10221,Sanction Approved,Dropped,2/1/2025,Document incomplete
HL10221,Loan Disbursed,Pending,2/8/2025,
HL10222,Lead Contacted,Completed,6/29/2024,
HL10222,Lead Qualified,Completed,7/4/2024,
HL10222,Document Collection,Dropped,7/6/2024,Low eligibility
HL10222,Credit Check,Pending,7/10/2024,
